indicator_id,조사연도,주기,조사명,학교급,대분류코드,대분류,소주제코드,소주제,응답주체,지표명,통계유형,시계열비교가능,응답수,결측수,평균,표준편차,중앙값,백분위25,백분위75,절사평균,환산100,상위2선지비율,긍정응답률
ST_DIGI_LIT_12,2021,1주기,경기학교교육실태조사,중학교,C03,디지털 리터러시,S0301,디지털 리터러시,학생,디지털 리터러시 - 12)나는 온라인 공간에서 모욕적인 언어를 사용하지 않는다,likert,Y,8884,0,3.8439,1.1197,4.0,3.0,5.0,,71.1,63.36,
ST_DIGI_LIT_12,2025,2주기,경기학교교육실태조사,중학교,C03,디지털 리터러시,S0301,디지털 리터러시,학생,디지털 리터러시 - 12)나는 온라인 공간에서 모욕적인 언어를 사용하지 않는다,likert,Y,5173,0,3.9851,1.0525,4.0,3.0,5.0,,74.63,70.62,
ST_DIGI_EDU_01,2021,1주기,경기학교교육실태조사,중학교,C03,디지털 리터러시,S0302,디지털 기기 활용 교육,학생,"디지털 기기 활용 교육(구:디지털 리터러시 활용 교육) - 1)나는 학교에서 디지털 기기(PC, 스마트기기 등)를 활용한 온라인 쌍방향 소통 방법을 배운 적이 있다",likert,조건부,8884,0,3.8844,1.0112,4.0,3.0,5.0,,72.11,69.32,
ST_DIGI_EDU_01,2025,2주기,경기학교교육실태조사,중학교,C03,디지털 리터러시,S0302,디지털 기기 활용 교육,학생,"디지털 기기 활용 교육(구:디지털 리터러시 활용 교육) - 1)나는 학교에서 디지털 기기(PC, 스마트기기 등)를 활용한 온라인 쌍방향 소통 방법을 배운 적이 있다",likert,조건부,5173,0,3.49,1.0352,4.0,3.0,4.0,,62.25,51.48,
ST_DIGI_EDU_02,2021,1주기,경기학교교육실태조사,중학교,C03,디지털 리터러시,S0302,디지털 기기 활용 교육,학생,"디지털 기기 활용 교육(구:디지털 리터러시 활용 교육) - 2)나는 학교에서 디지털 기기(PC, 테블릿 등)에서 필요한 정보를 읽고 선택하는 방법을 배운 적이 있다",likert,조건부,8884,0,3.5776,1.0305,4.0,3.0,4.0,,64.44,55.39,
ST_DIGI_EDU_02,2025,2주기,경기학교교육실태조사,중학교,C03,디지털 리터러시,S0302,디지털 기기 활용 교육,학생,"디지털 기기 활용 교육(구:디지털 리터러시 활용 교육) - 2)나는 학교에서 디지털 기기(PC, 테블릿 등)에서 필요한 정보를 읽고 선택하는 방법을 배운 적이 있다",likert,조건부,5173,0,3.5788,0.9841,4.0,3.0,4.0,,64.47,56.97,
ST_DIGI_EDU_03,2021,1주기,경기학교교육실태조사,중학교,C03,디지털 리터러시,S0302,디지털 기기 활용 교육,학생,"디지털 기기 활용 교육(구:디지털 리터러시 활용 교육) - 3)나는 학교에서 디지털 기기(PC, 테블릿 등)을 올바르게(도덕적으로) 사용하는 방법을 배운 적이 있다",likert,조건부,8884,0,3.7267,0.9671,4.0,3.0,4.0,,68.17,62.49,
ST_DIGI_EDU_03,2025,2주기,경기학교교육실태조사,중학교,C03,디지털 리터러시,S0302,디지털 기기 활용 교육,학생,"디지털 기기 활용 교육(구:디지털 리터러시 활용 교육) - 3)나는 학교에서 디지털 기기(PC, 테블릿 등)을 올바르게(도덕적으로) 사용하는 방법을 배운 적이 있다",likert,조건부,5173,0,3.7083,0.9497,4.0,3.0,4.0,,67.71,61.98,
ST_DIGI_EDU_04,2021,1주기,경기학교교육실태조사,중학교,C03,디지털 리터러시,S0302,디지털 기기 활용 교육,학생,"디지털 기기 활용 교육(구:디지털 리터러시 활용 교육) - 4)나는 학교에서 디지털 기기(PC, 테블릿 등)에서 제공하는 정보가 믿을 수 있는지 확인하는 방법을 배운 적이 있다",likert,조건부,8884,0,3.5813,1.0007,4.0,3.0,4.0,,64.53,54.6,
ST_DIGI_EDU_04,2025,2주기,경기학교교육실태조사,중학교,C03,디지털 리터러시,S0302,디지털 기기 활용 교육,학생,"디지털 기기 활용 교육(구:디지털 리터러시 활용 교육) - 4)나는 학교에서 디지털 기기(PC, 테블릿 등)에서 제공하는 정보가 믿을 수 있는지 확인하는 방법을 배운 적이 있다",likert,조건부,5173,0,3.6557,0.9619,4.0,3.0,4.0,,66.39,58.79,
PR_RELATION_01,2021,1주기,경기학교교육실태조사,중학교,C04,학교생활·관계,S0401,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 1)내 아이는 학교 친구들과 있는 것을 좋아한다,likert,Y,5948,0,4.059,0.8222,4.0,4.0,5.0,,76.48,77.64,
PR_RELATION_01,2025,2주기,경기학교교육실태조사,중학교,C04,학교생활·관계,S0401,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 1)내 아이는 학교 친구들과 있는 것을 좋아한다,likert,Y,1482,0,3.9953,0.8731,4.0,3.0,5.0,,74.88,73.68,
PR_RELATION_02,2021,1주기,경기학교교육실태조사,중학교,C04,학교생활·관계,S0401,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 2)학교 친구들이 내 아이에게 상처를 준 적이 있다,likert,Y,5948,0,2.2608,1.041,2.0,1.0,3.0,,31.52,15.59,
PR_RELATION_02,2025,2주기,경기학교교육실태조사,중학교,C04,학교생활·관계,S0401,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 2)학교 친구들이 내 아이에게 상처를 준 적이 있다,likert,Y,1482,0,2.6437,1.1344,3.0,2.0,4.0,,41.09,26.92,
PR_RELATION_03,2021,1주기,경기학교교육실태조사,중학교,C04,학교생활·관계,S0401,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 3)학교 친구들은 내 아이가 어려움에 처해있을 때 도와준다,likert,Y,5948,0,3.8248,0.7224,4.0,3.0,4.0,,70.62,71.22,
PR_RELATION_03,2025,2주기,경기학교교육실태조사,중학교,C04,학교생활·관계,S0401,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 3)학교 친구들은 내 아이가 어려움에 처해있을 때 도와준다,likert,Y,1482,0,3.7638,0.7679,4.0,3.0,4.0,,69.1,66.19,
PR_RELATION_04,2021,1주기,경기학교교육실태조사,중학교,C04,학교생활·관계,S0401,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 4)학교 선생님들은 내 아이를 이해하려고 노력하신다,likert,Y,5948,0,3.9578,0.7657,4.0,4.0,4.0,,73.95,75.64,
PR_RELATION_04,2025,2주기,경기학교교육실태조사,중학교,C04,학교생활·관계,S0401,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 4)학교 선생님들은 내 아이를 이해하려고 노력하신다,likert,Y,1482,0,3.9757,0.7687,4.0,3.0,5.0,,74.39,74.49,
PR_RELATION_05,2021,1주기,경기학교교육실태조사,중학교,C04,학교생활·관계,S0401,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 5)학교 선생님들은 내 아이에게 관심이 부족하다,likert,조건부,5948,0,1.9702,0.8625,2.0,1.0,2.0,,24.26,4.46,
PR_RELATION_05,2025,2주기,경기학교교육실태조사,중학교,C04,학교생활·관계,S0401,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 5)학교 선생님들은 내 아이에게 관심이 부족하다,likert,조건부,1482,0,2.1269,0.8372,2.0,2.0,3.0,,28.17,4.32,
PR_RELATION_06,2021,1주기,경기학교교육실태조사,중학교,C04,학교생활·관계,S0401,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 6)내 아이는 학교 선생님들에게 고민을 잘 털어놓는다,likert,Y,5948,0,2.8974,0.9597,3.0,2.0,3.0,,47.44,23.91,
PR_RELATION_06,2025,2주기,경기학교교육실태조사,중학교,C04,학교생활·관계,S0401,또래·교사 관계,학부모,학교생활(친구·선생님과의 관계) - 6)내 아이는 학교 선생님들에게 고민을 잘 털어놓는다,likert,Y,1482,0,2.9413,0.9289,3.0,2.0,3.0,,48.53,24.56,
ST_RELATION_01,2021,1주기,경기학교교육실태조사,중학교,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 1)학교 친구들과 있을 때 마음이 편하다",likert,Y,8884,0,3.9357,0.937,4.0,3.0,5.0,,73.39,71.66,
ST_RELATION_01,2025,2주기,경기학교교육실태조사,중학교,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 1)학교 친구들과 있을 때 마음이 편하다",likert,Y,5173,0,3.9323,0.9462,4.0,3.0,5.0,,73.31,70.89,
ST_RELATION_02,2021,1주기,경기학교교육실태조사,중학교,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 2)학교 친구들이 나에게 상처를 준 적이 있다",likert,Y,8884,0,2.8836,1.1943,3.0,2.0,4.0,,47.09,34.34,
ST_RELATION_02,2025,2주기,경기학교교육실태조사,중학교,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 2)학교 친구들이 나에게 상처를 준 적이 있다",likert,Y,5173,0,3.2376,1.1308,3.0,3.0,4.0,,55.94,44.21,
ST_RELATION_03,2021,1주기,경기학교교육실태조사,중학교,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 3)학교에서 친구들로부터 존중 받는다",likert,Y,8884,0,3.7678,0.8897,4.0,3.0,4.0,,69.19,64.57,
ST_RELATION_03,2025,2주기,경기학교교육실태조사,중학교,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 3)학교에서 친구들로부터 존중 받는다",likert,Y,5173,0,3.7903,0.9002,4.0,3.0,4.0,,69.76,64.18,
ST_RELATION_04,2021,1주기,경기학교교육실태조사,중학교,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 4)학교 친구들은 내가 어려움에 처해있을 때 도와준다",likert,Y,8884,0,3.8485,0.8645,4.0,3.0,4.0,,71.21,69.02,
ST_RELATION_04,2025,2주기,경기학교교육실태조사,중학교,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 4)학교 친구들은 내가 어려움에 처해있을 때 도와준다",likert,Y,5173,0,3.8245,0.918,4.0,3.0,4.0,,70.61,67.29,
ST_RELATION_05,2021,1주기,경기학교교육실태조사,중학교,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 5)학교 선생님들은 나를 이해하려고 노력하신다",likert,Y,8884,0,3.8718,0.8758,4.0,3.0,4.0,,71.79,68.76,
ST_RELATION_05,2025,2주기,경기학교교육실태조사,중학교,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 5)학교 선생님들은 나를 이해하려고 노력하신다",likert,Y,5173,0,3.8734,0.9236,4.0,3.0,5.0,,71.83,67.93,
ST_RELATION_06,2021,1주기,경기학교교육실태조사,중학교,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 6)학교 선생님들은 나에게 무관심하다",likert,Y,8884,0,1.9633,0.9109,2.0,1.0,3.0,,24.08,4.72,
ST_RELATION_06,2025,2주기,경기학교교육실태조사,중학교,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 6)학교 선생님들은 나에게 무관심하다",likert,Y,5173,0,2.2631,1.0859,2.0,1.0,3.0,,31.58,12.22,
ST_RELATION_07,2021,1주기,경기학교교육실태조사,중학교,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 7)학교 선생님들에게 고민 상담을 한다",likert,Y,8884,0,2.5326,1.16,3.0,2.0,3.0,,38.32,20.06,
ST_RELATION_07,2025,2주기,경기학교교육실태조사,중학교,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 7)학교 선생님들에게 고민 상담을 한다",likert,Y,5173,0,2.8803,1.1896,3.0,2.0,4.0,,47.01,29.56,
ST_RELATION_08,2021,1주기,경기학교교육실태조사,중학교,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 8)학교 선생님은 나를 존중해 주신다",likert,Y,8884,0,3.9282,0.8488,4.0,3.0,5.0,,73.2,71.03,
ST_RELATION_08,2025,2주기,경기학교교육실태조사,중학교,C04,학교생활·관계,S0401,또래·교사 관계,학생,"친구, 선생님과의 관계 - 8)학교 선생님은 나를 존중해 주신다",likert,Y,5173,0,3.9453,0.8688,4.0,3.0,5.0,,73.63,71.66,
ST_CLASS_SC_01,2021,1주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0601,학생중심수업,학생,수업활동(학생중심수업/협동수업) - 4)선생님은 학생들이 스스로 문제를 해결할 수 있도록 도와준다,likert,Y,8884,0,3.6036,0.7848,4.0,3.0,4.0,,65.09,55.54,
ST_CLASS_SC_01,2025,2주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0601,학생중심수업,학생,수업활동(학생중심수업/협동수업) - 4)선생님은 학생들이 스스로 문제를 해결할 수 있도록 도와준다,likert,Y,5173,0,3.728,0.9224,4.0,3.0,4.0,,68.2,61.38,
ST_CLASS_SC_02,2021,1주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0601,학생중심수업,학생,수업활동(학생중심수업/협동수업) - 5)선생님은 학생들이 스스로 자신의 학습목표를 설정할 수 있도록 도와준다,likert,조건부,8884,0,3.5009,0.8297,3.0,3.0,4.0,,62.52,49.0,
ST_CLASS_SC_02,2025,2주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0601,학생중심수업,학생,수업활동(학생중심수업/협동수업) - 5)선생님은 학생들이 스스로 자신의 학습목표를 설정할 수 있도록 도와준다,likert,조건부,5173,0,3.5853,0.9699,4.0,3.0,4.0,,64.63,52.7,
TR_CURRIC_01,2021,1주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0601,학생중심수업,교사,교육과정설계·수업활동·평가(구:학습자중심 수업운영) - 1)교과 교육과정이나 교과 운영계획을 세울 때 학생과 학부모의 의견을 수렴한다,likert,조건부,5189,0,3.6992,0.8723,4.0,3.0,4.0,,67.48,61.4,
TR_CURRIC_01,2025,2주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0601,학생중심수업,교사,교육과정설계·수업활동·평가(구:학습자중심 수업운영) - 1)교과 교육과정이나 교과 운영계획을 세울 때 학생과 학부모의 의견을 수렴한다,likert,조건부,2800,0,3.5236,0.8642,4.0,3.0,4.0,,63.09,53.21,
TR_CURRIC_02,2021,1주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0601,학생중심수업,교사,교육과정설계·수업활동·평가(구:학습자중심 수업운영) - 2)학생의 흥미를 고려하여 교육과정을 재구성하려고 노력한다,likert,조건부,5189,0,4.2904,0.6579,4.0,4.0,5.0,,82.26,90.6,
TR_CURRIC_02,2025,2주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0601,학생중심수업,교사,교육과정설계·수업활동·평가(구:학습자중심 수업운영) - 2)학생의 흥미를 고려하여 교육과정을 재구성하려고 노력한다,likert,조건부,2800,0,4.2339,0.6809,4.0,4.0,5.0,,80.85,88.71,
TR_CURRIC_03,2021,1주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0601,학생중심수업,교사,"교육과정설계·수업활동·평가(구:학습자중심 수업운영) - 5)토론수업, 협력수업, 프로젝트 수업 등 학생 참여 수업을 한다",likert,Y,5189,0,3.7448,0.9089,4.0,3.0,4.0,,68.62,63.71,
TR_CURRIC_03,2025,2주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0601,학생중심수업,교사,"교육과정설계·수업활동·평가(구:학습자중심 수업운영) - 5)토론수업, 협력수업, 프로젝트 수업 등 학생 참여 수업을 한다",likert,Y,2800,0,3.8629,0.8611,4.0,3.0,4.0,,71.57,68.0,
ST_CLASS_01,2021,1주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0602A,수업태도·참여,학생,수업(수업참여/교사수업진행/수업중평가) - 1)나는 수업시간에 집중한다,likert,Y,8884,0,3.6112,0.9118,4.0,3.0,4.0,,65.28,56.28,
ST_CLASS_01,2025,2주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0602A,수업태도·참여,학생,수업(수업참여/교사수업진행/수업중평가) - 1)나는 수업시간에 집중한다,likert,Y,5173,0,3.6855,0.9595,4.0,3.0,4.0,,67.14,59.87,
ST_CLASS_02,2021,1주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0602A,수업태도·참여,학생,수업(수업참여/교사수업진행/수업중평가) - 2)나는 수업시간에 적극적으로 참여한다,likert,Y,8884,0,3.4498,0.9567,3.0,3.0,4.0,,61.24,46.2,
ST_CLASS_02,2025,2주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0602A,수업태도·참여,학생,수업(수업참여/교사수업진행/수업중평가) - 2)나는 수업시간에 적극적으로 참여한다,likert,Y,5173,0,3.4839,0.9815,3.0,3.0,4.0,,62.1,47.55,
ST_CLASS_03,2021,1주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0602A,수업태도·참여,학생,수업(수업참여/교사수업진행/수업중평가) - 3)나는 수업시간에 흥미를 가지고 참여한다,likert,Y,8884,0,3.3775,0.9835,3.0,3.0,4.0,,59.44,44.01,
ST_CLASS_03,2025,2주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0602A,수업태도·참여,학생,수업(수업참여/교사수업진행/수업중평가) - 3)나는 수업시간에 흥미를 가지고 참여한다,likert,Y,5173,0,3.4032,1.0211,3.0,3.0,4.0,,60.08,45.37,
ST_CLASS_04,2021,1주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0602B,교사 수업 진행,학생,수업(수업참여/교사수업진행/수업중평가) - 1)선생님은 사전에 수업 준비를 철저히 하시는 편이다,likert,Y,8884,0,3.804,0.8428,4.0,3.0,4.0,,70.1,66.2,
ST_CLASS_04,2025,2주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0602B,교사 수업 진행,학생,수업(수업참여/교사수업진행/수업중평가) - 1)선생님은 사전에 수업 준비를 철저히 하시는 편이다,likert,Y,5173,0,3.8635,0.8873,4.0,3.0,4.0,,71.59,68.55,
ST_CLASS_05,2021,1주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0602B,교사 수업 진행,학생,수업(수업참여/교사수업진행/수업중평가) - 2)선생님은 흥미롭게 수업을 진행하신다,likert,Y,8884,0,3.5834,0.9087,4.0,3.0,4.0,,64.59,53.6,
ST_CLASS_05,2025,2주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0602B,교사 수업 진행,학생,수업(수업참여/교사수업진행/수업중평가) - 2)선생님은 흥미롭게 수업을 진행하신다,likert,Y,5173,0,3.6147,0.9925,4.0,3.0,4.0,,65.37,55.62,
ST_CLASS_06,2021,1주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0602B,교사 수업 진행,학생,수업(수업참여/교사수업진행/수업중평가) - 3)선생님은 학생들의 수준에 맞게 가르치신다,likert,Y,8884,0,3.7331,0.8408,4.0,3.0,4.0,,68.33,62.44,
ST_CLASS_06,2025,2주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0602B,교사 수업 진행,학생,수업(수업참여/교사수업진행/수업중평가) - 3)선생님은 학생들의 수준에 맞게 가르치신다,likert,Y,5173,0,3.8011,0.9057,4.0,3.0,4.0,,70.03,65.13,
ST_ASSESS_02,2021,1주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0603,수행평가,학생,(수행)평가 - 1)평가는 실력향상에 도움이 된다,likert,조건부,8884,0,3.2042,1.0012,3.0,3.0,4.0,,55.1,39.46,
ST_ASSESS_02,2025,2주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0603,수행평가,학생,(수행)평가 - 1)평가는 실력향상에 도움이 된다,likert,조건부,5173,0,3.4315,1.0543,4.0,3.0,4.0,,60.79,50.72,
ST_ASSESS_03,2021,1주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0603,수행평가,학생,(수행)평가 - 2)평가는 수업에 흥미를 가질 수 있도록 해준다,likert,조건부,8884,0,2.7084,1.0806,3.0,2.0,3.0,,42.71,21.67,
ST_ASSESS_03,2025,2주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0603,수행평가,학생,(수행)평가 - 2)평가는 수업에 흥미를 가질 수 있도록 해준다,likert,조건부,5173,0,2.9416,1.1372,3.0,2.0,4.0,,48.54,31.12,
ST_ASSESS_04,2021,1주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0603,수행평가,학생,(수행)평가 - 3)평가 결과는 대체적으로 공정하다,likert,조건부,8884,0,3.5355,0.9554,4.0,3.0,4.0,,63.39,52.67,
ST_ASSESS_04,2025,2주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0603,수행평가,학생,(수행)평가 - 3)평가 결과는 대체적으로 공정하다,likert,조건부,5173,0,3.5198,1.0069,4.0,3.0,4.0,,63.0,53.57,
TR_CURRIC_08,2021,1주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0603,수행평가,교사,교육과정·수업·평가 일체화 - 10)평가 결과를 교육과정운영계획 수립과 수업개선에 활용한다,likert,Y,5189,0,4.2012,0.6416,4.0,4.0,5.0,,80.03,89.81,
TR_CURRIC_08,2025,2주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0603,수행평가,교사,교육과정·수업·평가 일체화 - 10)평가 결과를 교육과정운영계획 수립과 수업개선에 활용한다,likert,Y,2800,0,4.0996,0.6963,4.0,4.0,5.0,,77.49,84.14,
TR_CURRIC_09,2021,1주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0603,수행평가,교사,"교육과정·수업·평가 일체화 - 8)논술형 평가, 토론, 보고서, 현장조사, 포트폴리오 등 다양한 평가방법을 사용한다",likert,조건부,5189,0,4.1345,0.7443,4.0,4.0,5.0,,78.36,82.58,
TR_CURRIC_09,2025,2주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0603,수행평가,교사,"교육과정·수업·평가 일체화 - 8)논술형 평가, 토론, 보고서, 현장조사, 포트폴리오 등 다양한 평가방법을 사용한다",likert,조건부,2800,0,3.9971,0.8453,4.0,3.0,5.0,,74.93,74.75,
TR_CURRIC_11,2021,1주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0603,수행평가,교사,"교육과정·수업·평가 일체화 - 9)학생의 성장, 발달을 평가하여 그 결과를 학생의 계속적인 성장을 돕는 자료로 활용한다",likert,Y,5189,0,4.1852,0.6998,4.0,4.0,5.0,,79.63,86.14,
TR_CURRIC_11,2025,2주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0603,수행평가,교사,"교육과정·수업·평가 일체화 - 9)학생의 성장, 발달을 평가하여 그 결과를 학생의 계속적인 성장을 돕는 자료로 활용한다",likert,Y,2800,0,3.9982,0.7596,4.0,4.0,5.0,,74.96,76.36,
ST_CLASS_07,2021,1주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0603A,수업 중 평가(학생),학생,"수업(수업참여/교사수업진행/수업중평가) - 1)선생님은 다양한 형태(논술형 평가, 토론, 보고서, 현장조사, 포트폴리오 등)로 평가를 하신다",likert,조건부,8884,0,3.9726,0.8806,4.0,3.0,5.0,,74.32,72.57,
ST_CLASS_07,2025,2주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0603A,수업 중 평가(학생),학생,"수업(수업참여/교사수업진행/수업중평가) - 1)선생님은 다양한 형태(논술형 평가, 토론, 보고서, 현장조사, 포트폴리오 등)로 평가를 하신다",likert,조건부,5173,0,3.8347,0.9145,4.0,3.0,4.0,,70.87,68.34,
ST_CLASS_08,2021,1주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0603A,수업 중 평가(학생),학생,수업(수업참여/교사수업진행/수업중평가) - 2)선생님은 평가 결과를 바탕으로 나의 강점과 보완할 점을 알려주신다,likert,Y,8884,0,3.1489,1.0032,3.0,3.0,4.0,,53.72,34.31,
ST_CLASS_08,2025,2주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0603A,수업 중 평가(학생),학생,수업(수업참여/교사수업진행/수업중평가) - 2)선생님은 평가 결과를 바탕으로 나의 강점과 보완할 점을 알려주신다,likert,Y,5173,0,3.2826,1.0283,3.0,3.0,4.0,,57.07,41.7,
ST_CLASS_09,2021,1주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0603A,수업 중 평가(학생),학생,수업(수업참여/교사수업진행/수업중평가) - 3)선생님은 학생이 자신의 학습 과정을 점검하고 개선하는 기회를 제공하신다,likert,N,8884,0,3.3793,0.9243,3.0,3.0,4.0,,59.48,42.35,
ST_CLASS_09,2025,2주기,경기학교교육실태조사,중학교,C06,수업·평가 혁신,S0603A,수업 중 평가(학생),학생,수업(수업참여/교사수업진행/수업중평가) - 3)선생님은 학생이 자신의 학습 과정을 점검하고 개선하는 기회를 제공하신다,likert,N,5173,0,3.4444,0.9599,3.0,3.0,4.0,,61.11,47.54,
PR_EDU_COST_01,2021,1주기,경기학교교육실태조사,중학교,C07,교육격차·가정배경,S0701,교육비·사교육비,학부모,"교육비 및 사교육 - 1)학교에 낸 돈(체험활동비, 방과 후 학교 수강료 포함)",continuous,Y,5948,0,0.7814,4.7185,0.0,0.0,0.0,0.4897,,,
PR_EDU_COST_01,2025,2주기,경기학교교육실태조사,중학교,C07,교육격차·가정배경,S0701,교육비·사교육비,학부모,"교육비 및 사교육 - 1)학교에 낸 돈(체험활동비, 방과 후 학교 수강료 포함)",continuous,Y,764,718,5.3988,8.7139,3.0,1.0,5.0,5.0719,,,
PR_EDU_COST_02,2021,1주기,경기학교교육실태조사,중학교,C07,교육격차·가정배경,S0701,교육비·사교육비,학부모,"교육비 및 사교육 - 2)사교육비_국어, 영어, 수학 등 주요교과",continuous,Y,5948,0,47.2656,39.8498,45.0,20.0,70.0,45.5553,,,
PR_EDU_COST_02,2025,2주기,경기학교교육실태조사,중학교,C07,교육격차·가정배경,S0701,교육비·사교육비,학부모,"교육비 및 사교육 - 2)사교육비_국어, 영어, 수학 등 주요교과",continuous,Y,1250,232,80.1616,109.3003,60.0,40.0,90.0,71.0251,,,
PR_EDU_COST_03,2021,1주기,경기학교교육실태조사,중학교,C07,교육격차·가정배경,S0701,교육비·사교육비,학부모,교육비 및 사교육 - 3)사교육비_영어를 제외한 외국어,continuous,Y,5948,0,1.9539,11.4776,0.0,0.0,0.0,1.2844,,,
PR_EDU_COST_03,2025,2주기,경기학교교육실태조사,중학교,C07,교육격차·가정배경,S0701,교육비·사교육비,학부모,교육비 및 사교육 - 3)사교육비_영어를 제외한 외국어,continuous,Y,256,1226,7.832,17.1916,1.0,1.0,5.0,6.6996,,,
PR_EDU_COST_04,2021,1주기,경기학교교육실태조사,중학교,C07,교육격차·가정배경,S0701,교육비·사교육비,학부모,교육비 및 사교육 - 4)사교육비_예체능,continuous,Y,5948,0,6.3025,21.7506,0.0,0.0,0.0,4.9758,,,
PR_EDU_COST_04,2025,2주기,경기학교교육실태조사,중학교,C07,교육격차·가정배경,S0701,교육비·사교육비,학부모,교육비 및 사교육 - 4)사교육비_예체능,continuous,Y,563,919,29.4938,73.0123,15.0,5.0,28.0,23.9158,,,
PR_EDU_COST_05,2021,1주기,경기학교교육실태조사,중학교,C07,교육격차·가정배경,S0701,교육비·사교육비,학부모,교육비 및 사교육 - 5)사교육비_기타,continuous,Y,5948,0,3.4165,14.5085,0.0,0.0,0.0,2.4228,,,
PR_EDU_COST_05,2025,2주기,경기학교교육실태조사,중학교,C07,교육격차·가정배경,S0701,교육비·사교육비,학부모,교육비 및 사교육 - 5)사교육비_기타,continuous,Y,311,1171,11.9887,24.1056,3.0,1.0,15.0,9.8648,,,
